,title,author,publication_date,format,current_price,original_price
877,Press Here,Herve Tullet,28 Apr 2011,Hardback,US$15.30,US$15.99
878,Peek-A Who?,Nina Laden,15 Sep 2005,Hardback,US$6.91,
879,The Five Dysfunctions of a Team - A Leadership Fable,PM Lencioni,18 Apr 2002,Hardback,US$19.31,US$27.00
880,Modern Art for Kids,Stephanie Ho Poon,27 Apr 2023,Paperback,US$17.89,US$19.99
881,Tin Man,Sarah Winman,22 Mar 2018,Paperback,US$9.13,US$12.05
882,"The Barefoot Investor, Classic Edition",Scott Pape,28 Apr 2022,Paperback,US$17.60,US$24.99
883,This Time It's Real,Ann Liang,02 Feb 2023,Paperback,US$10.80,
884,The Lives We Actually Have,Kate Bowler,14 Feb 2023,Hardback,US$25.34,
885,The Way of Kings Part Two,Brandon Sanderson,16 Jun 2011,Paperback,US$11.41,US$20.25
886,Outline,Rachel Cusk,20 Jun 2018,Paperback,US$10.98,US$12.05
887,Wonder,R. J. Palacio,23 Jan 2013,Paperback,US$10.02,
888,Number the Stars,Lois Lowry,02 May 2011,Paperback,US$8.33,US$8.99
889,Beyond Good and Evil,Friedrich Nietzsche,02 Jan 2000,Paperback,US$5.00,
890,The Woman Destroyed,Simone De Beauvoir,01 Sep 1987,Paperback,US$16.31,US$17.00
891,The Loom of Language,Frederick Bodmer,17 Oct 1985,Paperback,US$31.74,
892,The Wonderful Things You Will Be,Emily Winfield Martin,22 Sep 2015,Hardback,US$18.65,
893,How to Heal from Heartbreak (or at Least Feel Less Broken),Carissa Potter,11 Oct 2022,Hardback,US$12.92,US$18.08
894,The Hating Game,Sally Thorne,07 Sep 2017,Paperback,US$9.11,US$10.84
895,On the Night You Were Born,Nancy Tillman,19 Jan 2010,Board book,US$9.63,
896,Digital Minimalism,Cal Newport,12 Mar 2020,Paperback,US$12.47,
897,Open Water,Caleb Azumah Nelson,03 Feb 2022,Paperback,US$11.05,
898,East,Meera Sodha,22 Aug 2019,Hardback,US$28.57,
899,Read Write Inc. Home: Phonics Flashcards,Ruth Miskin,06 Sep 2007,Cards,US$7.50,US$9.48
900,Breaking Free of Child Anxiety and OCD,Eli R. Lebowitz,27 May 2021,Paperback,US$13.19,US$17.95
901,Where Is the Green Sheep?,Judy Horacek,16 Mar 2009,Board book,US$9.77,
902,The Idiot,Elif Batuman,13 Feb 2018,Paperback,US$14.43,US$18.00
903,Charlie and the Chocolate Factory,Roald Dahl,16 Aug 2007,Paperback,US$8.99,
904,Nudge,Richard H. Thaler,25 Aug 2022,Paperback,US$13.08,US$13.26
905,Free,Lea Ypi,01 Jun 2022,Paperback,US$11.95,
906,The Outsiders,S E Hinton,04 Aug 2016,Paperback,US$10.14,US$10.84
907,The Complete MAUS,Art Spiegelman,02 Oct 2003,Paperback,US$21.29,US$23.75
908,The Chimp Paradox,Steve Peters,02 Feb 2012,Paperback,US$16.25,US$26.00
909,Almond,Won-Pyung Sohn,22 Jul 2021,Paperback,US$12.29,US$16.99
910,Divergent Mind,Jenara Nerenberg,18 Mar 2021,Paperback,US$14.20,US$15.99
911,Shatter Me,Tahereh Mafi,09 Jan 2018,Paperback,US$12.41,
912,And Then There Were None,Agatha Christie,29 Mar 2011,Paperback,US$8.99,
913,The Big Leap,Gay Hendricks,26 Aug 2011,Paperback,US$12.92,US$17.99
914,Menopausing,Davina McCall,15 Nov 2022,Hardback,US$27.65,US$32.50
915,The Last Bear,Hannah Gold,06 Jan 2022,Paperback,US$10.27,
916,My Dark Vanessa,Kate Elizabeth Russell,21 Jan 2021,Paperback,US$11.16,
917,The New One Minute Manager,Kenneth Blanchard,24 Aug 2015,Paperback,US$10.51,US$12.05
918,Stuck,Oliver Jeffers,26 Apr 2012,Paperback,US$10.47,US$15.50
919,Animal Friends of Pica Pau 3,Yan Schenkel,01 Dec 2022,Paperback,US$20.78,US$22.95
920,"Elden Ring Official Strategy Guide, Vol. 2 : Shards of the Shattering",Future Press,31 Mar 2023,Hardback,US$43.17,US$48.23
921,Colin Thompsons Fantastisches Malbuch,,05 Jul 2016,Paperback,US$17.05,
922,"Hirano and Kagiura, Vol. 2 (manga)",Shou Harusono,21 Mar 2023,Paperback,US$11.64,US$13.00
923,"Alya Sometimes Hides Her Feelings in Russian, Vol. 2",Sunsunsun,21 Feb 2023,Paperback,US$13.50,US$15.00
924,"Bungo Stray Dogs: Beast, Vol. 3",Kafka Asagiri,02 Aug 2022,Paperback,US$13.42,
925,"Solo Leveling, Vol. 5",Chugong,20 Sep 2022,Paperback,US$20.00,
926,"86--EIGHTY-SIX, Vol. 7 (light novel)",Asato Asato,30 Mar 2021,Paperback,US$14.02,
927,"The Angel Next Door Spoils Me Rotten, Vol. 1 (light novel)",Saekisan,15 Dec 2020,Paperback,US$14.99,
928,"86 - EIGHTY SIX, Vol. 1 (light novel)",Asato Asato,26 Mar 2019,Paperback,US$12.97,US$14.00
929,"Sakamoto Days, Vol. 6",Yuto Suzuki,30 Mar 2023,Paperback,US$10.68,
930,"Dragon Ball Super, Vol. 17",Akira Toriyama,19 Jan 2023,Paperback,US$9.46,US$9.99
931,"Spy x Family, Vol. 8",Tatsuya Endo,27 Oct 2022,Paperback,US$9.99,
932,"Thus Spoke Rohan Kishibe, Vol. 2",Hirohiko Araki,02 Feb 2023,Hardback,US$19.65,
933,"Spy x Family, Vol. 7",Tatsuya Endo,26 May 2022,Paperback,US$9.42,US$9.99
934,"Jujutsu Kaisen, Vol. 5",Gege Akutami,03 Sep 2020,Paperback,US$9.34,US$9.99
935,What Do You Do with a Problem?,Kobi Yamada,01 Jul 2016,Hardback,US$18.21,
936,Team Topologies,Matthew Skelton,17 Sep 2019,Paperback,US$20.23,US$26.00
937,Schoolgirl,Osamu Dazai,28 Jun 2012,Paperback,US$11.58,US$11.95
938,A Kissing Hand for Chester Raccoon,Audrey Penn,17 Apr 2018,Board book,US$8.99,
939,Guinness World Records 2023,Guinness World Records,15 Sep 2022,Hardback,US$31.14,
940,Maybe You Should Talk to Someone,Lori Gottlieb,01 Dec 2022,Paperback,US$12.90,US$13.26
941,After Sappho,Selby Wynn Schwartz,15 Jul 2022,Paperback,US$11.52,US$12.05
942,The Rabbit Listened,Cori Doerrfeld,04 Jun 2020,Paperback,US$10.23,
943,A Pilgrim's Guide to the Camino Portugues,John Brierley,01 Nov 2019,Paperback,US$18.04,US$26.99
944,The Meditations of Marcus Aurelius,Marcus Aurelius,14 Feb 2011,Paperback,US$8.89,
945,My 60 Memorable Games,Bobby Fischer,01 Apr 2009,Paperback,US$20.63,US$22.95
946,Measure For Measure,William Shakespeare,23 Jan 2020,Paperback,US$18.37,
947,The Seven Spiritual Laws of Success,Deepak Chopra,09 Mar 2015,Paperback,US$8.55,US$8.95
948,Pattern Magic 2,Tomoko Nakamichi,21 Feb 2011,Paperback,US$17.50,US$28.50
949,Dracula,Bram Stoker,01 Aug 1997,Paperback,US$6.24,US$6.99
950,Wuthering Heights,Emily Bronte,01 Aug 1997,Paperback,US$5.86,US$6.99
951,Switch,Dan Heath,03 Mar 2011,Paperback,US$12.38,US$20.00
952,The Perks of Being a Wallflower,Stephen Chbosky,10 Feb 2009,Paperback,US$10.33,US$10.84
953,Things We Lost in the Fire,Mariana Enriquez,04 Oct 2018,Paperback,US$9.18,US$10.84
954,Elmer,David McKee,30 Jun 2008,Paperback,US$14.25,
955,Don't Fear the Reaper,Stephen Graham Jones,07 Feb 2023,Paperback,US$13.38,
956,The Housemaid,Freida McFadden,26 Apr 2022,Paperback,US$15.59,
957,The Guily Girl,Patricia Gibney,15 Jun 2022,Paperback,US$19.32,
958,Junkers Ju 88 Volume 3,Chris Goss,31 Mar 2023,Hardback,US$43.18,US$48.25
959,The Live Your Values Deck,Andreea Niculescu,23 Jun 2022,Cards,US$18.83,
960,The Starseed Oracle,Rebecca Campbell,13 Jan 2020,Cards,US$17.50,US$24.99
961,In the Dream House,Carmen Maria Machado,01 Oct 2020,Paperback,US$10.30,US$12.05
962,Rivers Of London: Deadly Ever After,Ben Aaronovitch,24 Jan 2023,Paperback,US$16.42,US$17.99
963,The Book of Lost Names,Kristin Harmel,01 May 2021,Paperback,US$8.19,US$10.84
964,My Father's House,Joseph O'Connor,26 Jan 2023,Hardback,US$32.26,
965,You'd Be Home Now,Kathleen Glasgow,14 Oct 2021,Paperback,US$11.49,
966,"Discovering Music Theory, The ABRSM Grade 5 Workbook",,08 Oct 2020,Sheet music,US$16.01,
967,The Cabin at the End of the World,Paul Tremblay,26 Jun 2018,Paperback,US$10.64,US$10.84
968,Unwinding Anxiety,Judson Brewer,11 Mar 2021,Paperback,US$16.75,US$18.08
969,Untamed,Glennon Doyle,25 May 2020,Paperback,US$16.85,US$18.08
970,Ottolenghi SIMPLE,Yotam Ottolenghi,06 Sep 2018,Hardback,US$38.93,
971,The World Atlas of Coffee,James Hoffmann,04 Oct 2018,Hardback,US$27.62,US$30.15
972,My Year of Rest and Relaxation,Ottessa Moshfegh,02 May 2019,Paperback,US$11.41,US$12.05
973,The Book Thief,Markus Zusak,11 Oct 2016,Paperback,US$12.55,
974,New Selected Poems,Elizabeth Jennings,30 Jan 2020,Paperback,US$14.74,US$18.99
975,Prisoners of Geography,Tim Marshall,02 Jun 2016,Paperback,US$12.14,
976,Life Ceremony,Sayaka Murata,14 Jul 2022,Paperback,US$13.34,US$15.67
977,Tender is the Flesh,Agustina Bazterrica,05 Nov 2020,Paperback,US$11.28,US$12.05
978,"Richer, Wiser, Happier",William Green,28 Apr 2022,Paperback,US$11.19,US$13.26
979,Families,Jane Godwin,01 Sep 2022,Hardback,US$14.42,
980,Wrecked Special Edition,Lauren Asher,30 Sep 2020,Paperback,US$22.41,
981,Throttled Special Edition,Lauren Asher,09 Jan 2020,Paperback,US$21.62,
982,American Prince,Sierra Simone,01 Feb 2023,Paperback,US$10.72,US$10.84
983,Scarred,Emily McIntire,01 Nov 2022,Paperback,US$11.83,
984,The Sweetest Oblivion,Danielle Lori,20 Jun 2018,Paperback,US$18.98,
985,The Complete Air Fryer Cookbook for Beginners,Dr Camilla Moore,21 Aug 2019,Paperback,US$14.92,
986,Raven of the Inner Palace (Light Novel) Vol. 1,Kouko Shirakawa,14 Feb 2023,Paperback,US$15.47,
987,Teenage Mutant Ninja Turtles: The Last Ronin,Kevin Eastman,05 Jul 2022,Hardback,US$31.15,
988,The Dialectical Behavior Therapy Skills Workbook,Matthew McKay,28 Nov 2019,Paperback,US$18.38,US$24.95
989,Last Violent Call,Chloe Gong,28 Feb 2023,Hardback,US$26.28,
990,What to Do When You Feel Like Hitting,Cara Goodwin,15 Jun 2021,Paperback,US$8.55,
991,Flying Witch 11,Chihiro Ishizuka,21 Feb 2023,Paperback,US$11.03,
992,Tomo-Chan Is a Girl! Vol. 7,Fumita Yanagida,16 Jun 2020,Paperback,US$13.25,
993,Uzaki-chan Wants to Hang Out! Vol. 1,Take,17 Sep 2019,Paperback,US$14.59,
994,Tokyo Revengers (Omnibus) Vol. 7-8,Ken Wakui,07 Feb 2023,Paperback,US$19.62,US$22.99
995,House of Earth and Blood ( Crescent City ),Sarah Maas,02 Mar 2021,Paperback,US$20.29,
996,Essential Garden Design Workbook,Alexander Rosemary,08 Aug 2017,Hardback,US$34.93,US$37.50
997,A Man and His Watch,Matthew Hranek,14 Nov 2017,Hardback,US$36.78,US$45.00
998,Hands are not for Hitting,Martine Agassi,01 May 2006,Board book,US$10.82,
999,Journey of Souls,Michael Newton,08 Sep 2002,Paperback,US$17.06,US$17.99
1000,The Most Magnificent Thing,Ashley Spires,31 Oct 2017,Hardback,US$17.45,US$18.99
1001,The Last Hours 3: Chain of Thorns,Cassandra Clare,31 Jan 2023,Paperback,US$22.82,
1002,Seven Days in June,Tia Williams,07 Jun 2022,Paperback,US$9.77,US$12.05
1003,The Girl Who Fell Beneath the Sea,Axie Oh,23 Feb 2023,Paperback,US$12.14,
1004,Things We Do Not Tell the People We Love,Huma Qureshi,09 Jun 2022,Paperback,US$8.96,US$12.05
1005,Short Stories in Italian for Intermediate Learners,Olly Richards,03 Dec 2019,Paperback,US$10.11,US$14.99
1006,Fleabag: The Scriptures,Phoebe Waller-bridge,13 May 2021,Paperback,US$16.94,US$20.49
1007,The Promise,Damon Galgut,03 Mar 2022,Paperback,US$11.44,US$12.05
1008,Green Living Made Easy,Nancy Birtwhistle,15 Apr 2022,Hardback,US$18.25,US$22.95
1009,Empire of Pain,Patrick Radden Keefe,03 Mar 2022,Paperback,US$14.40,
1010,Tower of Dawn,Sarah J. Maas,14 Feb 2023,Paperback,US$14.11,
1011,Kingdom of Ash,Sarah J. Maas,14 Feb 2023,Paperback,US$15.69,
1012,Empire of Storms,Sarah J. Maas,14 Feb 2023,Paperback,US$14.32,
1013,Queen of Shadows,Sarah J. Maas,14 Feb 2023,Paperback,US$14.07,
1014,The Assassin's Blade,Sarah J. Maas,14 Feb 2023,Paperback,US$12.07,
1015,Crown of Midnight,Sarah J. Maas,14 Feb 2023,Paperback,US$12.86,
1016,Woodland Wardens,Jessica Roux,12 May 2022,Mixed media product,US$19.96,
1017,The Shadow and Bone: Ruin and Rising,Leigh Bardugo,28 Jun 2018,Paperback,US$9.75,
1018,The Moon Sister,Lucinda Riley,11 Jul 2019,Paperback,US$13.82,
1019,Goodnight Moon,Margaret Wise Brown,02 Aug 2019,Board book,US$11.03,
